Doug,Make,Model,Version,Kilometers,Engine,Fuel Type,Transmission,Year,City,Price,Currency,Link
Audi Q3 2019,Audi,Q3,2.0 Tfsi Stronic Quattro 220cv,52000 km,2.0,Nafta,Automática,2019,Capital Federal,52000,USD,https://auto.mercadolibre.com.ar/MLA-1537680344-audi-q3-s-2019-_JM
Volvo S60 R 2004,Volvo,S60,R design T5,43000 km,3.0,Nafta,Automática,2013,Capital Federal,14500,USD,https://auto.mercadolibre.com.ar/MLA-1393298203-volvo-s60-r-design-t5-_JM
Suzuki Jimny 2020,Suzuki,Jimny glx,Glx 4X4,4000 km,2.0,Nafta,Automática,2020,Capital Federal,36500,USD,https://auto.mercadolibre.com.ar/MLA-1531706120-suzuki-jimny-glx-glx-4x4-cassano-automobili-_JM
Suzuki Jimny 2020,Suzuki,Jimny,1.5 GLX MT,4000 km,1.5,Nafta,Manual,2020,Capital Federal,36500,USD,https://auto.mercadolibre.com.ar/MLA-1524553138-suzuki-jimny-15-glx-mt-cassano-automobili-_JM
Suzuki Jimny 2020,Suzuki,Jimny,1.5 Glx Mt,4000 km,1.5,Nafta,Manual,2020,Capital Federal,36500,USD,https://auto.mercadolibre.com.ar/MLA-1390382735-suzuki-jimny-15-glx-mt-cassano-automobili-_JM
Suzuki Jimny 2020,Suzuki,Jimny,1.5 GLX 4x4,10000 km,1.5,Nafta,Manual,2020,Capital Federal,34500,USD,https://auto.mercadolibre.com.ar/MLA-1479386932-suzuki-jimny-15-glx-4x4-_JM
Audi TT Roadster 2001,Audi,TT Roadster,1.8 20v Turbo,200000 km,1.8,Nafta,Manual,2001,Punilla,33500,USD,https://auto.mercadolibre.com.ar/MLA-1525422750-audi-tt-roadster-cabriolet-_JM
Audi TT Roadster 2001,Audi,TT,3.2 Roadster Quattro 250cv,66695 km,3.2,Nafta,Automática,2008,San Isidro,45000,USD,https://auto.mercadolibre.com.ar/MLA-1482324232-audi-tt-32-v6-quattro-roadster-2008-_JM
Audi TT Roadster 2001,Audi,TT Roadster,2.0 T Fsi Stronic 211cv,22000 km,2.0,Nafta,Automática,2013,Capital Federal,48000,USD,https://auto.mercadolibre.com.ar/MLA-1523638530-audi-tt-roadster-2013-20-t-fsi-stronic-211cv-_JM
Audi TT Roadster 2001,Audi,TT Roadster,2.0 T Fsi Stronic 211cv,48000 km,2.0,Nafta,Automática,2012,Tigre,40000,USD,https://auto.mercadolibre.com.ar/MLA-1531012080-audi-tt-roadster-2012-20-t-fsi-stronic-211cv-_JM
Audi TT Roadster 2001,Audi,TT,1.8 Roadster T Fsi 160cv,55000 km,1.8,Nafta,Manual,2011,Vicente López,59500,USD,https://auto.mercadolibre.com.ar/MLA-1391629625-audi-tt-2011-18-roadster-t-fsi-160cv-_JM
Audi TT Roadster 2001,Audi,TT Coupe,3.2 Roadster Quattro 250cv,118000 km,3.2,Nafta,Automática,2009,Vicente López,31000,USD,https://auto.mercadolibre.com.ar/MLA-1391714319-audi-tt-coupe-2009-32-roadster-quattro-250cv-_JM
Audi TT Roadster 2001,Audi,TT Coupe,3.2 Roadster Quattro Stronic 250cv,87000 km,3.2,Nafta,Automática,2008,Luján de Cuyo,32000,USD,https://auto.mercadolibre.com.ar/MLA-1536208762-audi-tt-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,85000 km,1.6,Nafta,Automática,2018,Capital Federal,28000,USD,https://auto.mercadolibre.com.ar/MLA-1391008979-peugeot-3oo8-16-gt-line-tiptronic-at-2018-imolaautos-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,34566 km,1.6,Nafta,Automática,2018,Capital Federal,19750000,USD,https://auto.mercadolibre.com.ar/MLA-1391851241-peugeot-3008-allure-thp-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,52726 km,1.6,Nafta,Automática,2018,Capital Federal,18900000,USD,https://auto.mercadolibre.com.ar/MLA-1508268328-peugeot-3008-allure-thp-tiptronic-darc-autos-_JM
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,77000 km,2.0,Eléctrico,Automática,2018,Capital Federal,31900,USD,https://auto.mercadolibre.com.ar/MLA-1544175130-3008-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,45000 km,1.6,Nafta,Automática,2018,Capital Federal,30900,USD,https://auto.mercadolibre.com.ar/MLA-1385480371-peugeot-3008-16-gt-line-thp-tiptronic-bmw-autopremier-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,73000 km,1.6,Nafta,Automática,2018,Villa Carlos Paz,29900,USD,https://auto.mercadolibre.com.ar/MLA-1386310741-peugeot-3008-gt-line-16-thp-at6-73000km-2018-rojo-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,53000 km,1.6,Nafta,Automática,2018,Vicente López,25500,USD,https://auto.mercadolibre.com.ar/MLA-1388910739-peugeot-3008-2018-16-allure-thp-tiptronic-liv-motors-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,118000 km,1.6,Nafta,Automática,2018,Vicente López,26500,USD,https://auto.mercadolibre.com.ar/MLA-1392167521-peugeot-3008-2018-16-gt-line-thp-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,88000 km,1.6,Nafta,Automática,2018,Moreno,26500,USD,https://auto.mercadolibre.com.ar/MLA-1531718982-peugeot-3008-gt-line-2018-carwestok-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,70000 km,1.6,Nafta,Automática,2018,Tigre,26000,USD,https://auto.mercadolibre.com.ar/MLA-1509812456-peugeot-3008-16-allure-thp-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,68000 km,1.6,Nafta,Automática,2018,Avellaneda,19939000,USD,https://auto.mercadolibre.com.ar/MLA-1383095151-peugeot-3008-allure-thp-tiptronic-2018-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,65000 km,1.6,Nafta,Automática,2018,San Isidro,18500000,USD,https://auto.mercadolibre.com.ar/MLA-1382199799-peugeot-3008-allure-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,58000 km,2.0,Diésel,Automática,2018,Córdoba,32500,USD,https://auto.mercadolibre.com.ar/MLA-1389014671-peugeot-3008-20-hdi-gt-line-tiptronic-2018-diesel-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,84000 km,1.6,Nafta,Automática,2018,Capital Federal,26900,USD,https://auto.mercadolibre.com.ar/MLA-1531728994-peugeot-3008-2018-16-gt-line-thp-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,78000 km,2.0,Diésel,Automática,2018,Berazategui,26000,USD,https://auto.mercadolibre.com.ar/MLA-1392418315-peugeot-3008-gt-line-20-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,45000 km,1.6,Nafta,Automática,2018,Capital Federal,28500,USD,https://auto.mercadolibre.com.ar/MLA-1392245953-peugeot-3008-2018-16-allure-thp-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,90000 km,1.6,Nafta,Automática,2018,La Plata,29400,USD,https://auto.mercadolibre.com.ar/MLA-1528905818-peugeot-3008-2018-16-gt-line-thp-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,39000 km,1.6,Nafta,Automática,2018,San Isidro,32500,USD,https://auto.mercadolibre.com.ar/MLA-1391807261-peugeot-3008-2018-16-gt-line-thp-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,105300 km,1.6,Nafta,Automática,2018,Lanús,16290000,USD,https://auto.mercadolibre.com.ar/MLA-1385236917-peugeot-3008-16-allure-thp-tiptronic-mi-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,122087 km,1.6,Nafta,Automática,2018,Santa Fe capital,22100000,USD,https://auto.mercadolibre.com.ar/MLA-1508689068-peugeot-3008-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,60000 km,1.6,Nafta,Automática,2018,La Matanza,25500,USD,https://auto.mercadolibre.com.ar/MLA-1528018336-peugeot-3008-16-allure-thp-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,79000 km,2.0,Diésel,Automática,2018,Quilmes,34000,USD,https://auto.mercadolibre.com.ar/MLA-1530307580-peugeot-3008-gt-line-hdi-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,99287 km,1.6,Nafta,Automática,2018,Capital Federal,17700000,USD,https://auto.mercadolibre.com.ar/MLA-1389201293-peugeot-3008-16-allure-thp-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,59500 km,2.0,Diésel,Automática,2018,La Plata,32500,USD,https://auto.mercadolibre.com.ar/MLA-1504401280-peugeot-3008-20-gt-line-hdi-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,77000 km,1.6,Nafta,Automática,2018,Malvinas Argentinas,31500,USD,https://auto.mercadolibre.com.ar/MLA-1527196276-peugeot-3008-2018-16-gt-line-thp-tiptronic-pfaffen-autos-l-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,52000 km,1.6,Nafta,Automática,2018,Gualeguaychú,26550000,USD,https://auto.mercadolibre.com.ar/MLA-1386063975-peugeot-3008-2018-16-allure-thp-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,100000 km,1.6,Nafta,Automática,2018,Avellaneda,19939000,USD,https://auto.mercadolibre.com.ar/MLA-1388384539-peugeot-3008-thp-tiptronic-2018-_JM
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,98000 km,2.0,Diésel,Automática,2018,Capital Federal,25800,USD,https://auto.mercadolibre.com.ar/MLA-1511761994-peugeot-3008-gt-line-hdi-automatico-2018-rpm-moviles-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,50000 km,1.6,Nafta,Automática,2018,Capital Federal,25500,USD,https://auto.mercadolibre.com.ar/MLA-1512173116-peugeot-3008-gt-line-thp-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,75000 km,2.0,Diésel,Automática,2018,Vicente López,28000,USD,https://auto.mercadolibre.com.ar/MLA-1520877258-peugeot-3008-2018-20-gt-line-hdi-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,90000 km,2.0,Diésel,Automática,2018,Bahía Blanca,33500,USD,https://auto.mercadolibre.com.ar/MLA-1390644563-peugeot-3008-2018-gt-line-20-hdi-90000km-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,44000 km,1.6,Nafta,Automática,2018,Lanús,30000000,USD,https://auto.mercadolibre.com.ar/MLA-1386137731-peugeot-3008-2018-16-gt-line-thp-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,32730 km,2.0,Diésel,Automática,2018,San Rafael,23400000,USD,https://auto.mercadolibre.com.ar/MLA-1123043323-peugeot-3008-2018-20-gt-line-hdi-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,62000 km,1.6,Nafta,Automática,2018,Almirante Brown,25500,USD,https://auto.mercadolibre.com.ar/MLA-1384252383-peugeot-3008-2018-16-allure-thp-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,75000 km,1.6,Nafta,Automática,2018,Córdoba,29800,USD,https://auto.mercadolibre.com.ar/MLA-1485816596-peugeot-3008-16t-allure-tiptronic-aut-2018-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,67000 km,1.6,Nafta,Automática,2018,La Plata,25000,USD,https://auto.mercadolibre.com.ar/MLA-1388078793-peugeot-3008-allure-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,70000 km,1.6,Nafta,Automática,2018,Capital Federal,27900,USD,https://auto.mercadolibre.com.ar/MLA-1489686710-peugeot-3008-16-thp-gt-line-unico-dueno-2018-exc--_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,72000 km,1.6,Nafta,Automática,2018,Mendoza,18900000,USD,https://auto.mercadolibre.com.ar/MLA-1489697932-peugeot-3008-allure-thp-triptronic-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,45000 km,1.6,Nafta,Automática,2018,Capital Federal,27900,USD,https://auto.mercadolibre.com.ar/MLA-1388806247-peugeot-3008-16-allure-thp-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,118000 km,2.0,Diésel,Automática,2018,Capital Federal,27000,USD,https://auto.mercadolibre.com.ar/MLA-1391408027-peugeot-3008-gt-line-hdi-tiptronic-at6-ano-2018-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,77000 km,1.6,Nafta,Automática,2018,Malvinas Argentinas,31500,USD,https://auto.mercadolibre.com.ar/MLA-1527105588-peugeot-3008-2018-16-gt-line-thp-tiptronic-pfaffen-autos-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,101000 km,1.6,Nafta,Automática,2018,Tigre,19800,USD,https://auto.mercadolibre.com.ar/MLA-1523611320-peugeot-3008-allure-thp-16-pp-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,99000 km,1.6,Nafta,Automática,2018,Malvinas Argentinas,29500,USD,https://auto.mercadolibre.com.ar/MLA-1536267936-peugeot-3008-2018-16-gt-line-thp-tiptronic-pfaffen-autos-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp 156cv,101000 km,1.6,Nafta,Manual,2018,Tigre,19800,USD,https://auto.mercadolibre.com.ar/MLA-1520558626-peugeot-3008-allure-16-thp-pp-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,88000 km,1.6,Nafta,Automática,2018,Capital Federal,26500,USD,https://auto.mercadolibre.com.ar/MLA-1528233130-peugeot-3008-gt-line-2018-carwestcaba-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,22300 km,1.6,Nafta,Automática,2018,Ituzaingó,32000,USD,https://auto.mercadolibre.com.ar/MLA-1511646854-peugeot-3008-16-allure-thp-tiptronic-2018-car-cash-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,22300 km,1.6,Nafta,Automática,2018,Ituzaingó,32000,USD,https://auto.mercadolibre.com.ar/MLA-1511730044-peugeot-3008-16-allure-thp-tiptronic-2018-car-cash-_JM
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,97000 km,1.6,Nafta,Automática,2018,Malvinas Argentinas,29500,USD,https://auto.mercadolibre.com.ar/MLA-1536209870-peugeot-3008-2018-16-gt-line-thp-tiptronic-_JM
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,98000 km,2.0,Diésel,Automática,2018,Capital Federal,25800000,USD,https://auto.mercadolibre.com.ar/MLA-1539631304-peugeot-3008-gt-line-hdi-automatico-cuero-2018-rpm-moviles-_JM
Dodge Ram 1500 2019,Dodge,Ram,Ram 1500 laramine,43000 km,v8 hemi,Nafta,Automática,2019,La Plata,55000,USD,https://auto.mercadolibre.com.ar/MLA-1390991959-dodge-ram-1500-laramine-nueva-acepto-permuta-_JM
Dodge Ram 1500 2019,Dodge,Ram,1500 Laramie,48000 km,5.7,Nafta,Automática secuencial,2019,Capital Federal,55000,USD,https://auto.mercadolibre.com.ar/MLA-1387154217-dodge-ram-1500-laramie-maderomotors-2019-_JM
Dodge Ram 1500 2019,Dodge,Ram,1500 5.7 laramie,85000 km,5.7,Nafta,Automática secuencial,2019,Villa María,45240,USD,https://auto.mercadolibre.com.ar/MLA-1384321881-dodge-ram-1500-57-laramie-_JM
Dodge Ram 1500 2019,Dodge,Ram,Laramie 1500 5.7 V8,140000 km,5.7,Nafta,Automática,2019,Bahía Blanca,44500,USD,https://auto.mercadolibre.com.ar/MLA-1524515870-dodge-ram-laramie-57-v8-2019-_JM
Dodge Ram 1500 2019,Dodge,Ram,laramie 1500,46000 km,5.7,Nafta,Automática,2016,Castelar,31815000,USD,https://auto.mercadolibre.com.ar/MLA-1392077385-dodge-ram-1500-2016-46000km-_JM
Dodge Ram 1500 2019,Dodge,Ram,1500,46000 km,5.7 v8,Nafta,Automática,2016,Castelar,31815500,USD,https://auto.mercadolibre.com.ar/MLA-1392038383-dodge-ram-1500-2016-_JM
Dodge Ram 1500 2019,Dodge,Ram,1500,50000 km,V8,Nafta,Automática,2017,Pilar,45900,USD,https://auto.mercadolibre.com.ar/MLA-1385414567-dodge-ram-1500-accesorizada-_JM
Dodge Ram 1500 2019,Dodge,Ram,1500 5.7 LARAMIE V8 4X4,63000 km,5.7 V8,Nafta,Automática,2016,Capital Federal,33500,USD,https://auto.mercadolibre.com.ar/MLA-1392703521-ram-1500-57-laramie-atx-v8-carhaus-_JM
Dodge Ram 1500 2019,Dodge,1500 5.7 V8 Laramie,Ram 1500 5.7 V8,36000 km,5.7,Nafta,Automática,2021,General Rodríguez,50900,USD,https://auto.mercadolibre.com.ar/MLA-1527126786-dodge-ram-1500-2021-_JM
Dodge Ram 1500 2019,Dodge,Ram,Laramie 1500 4x4 AT,85000 km,5.7,Nafta,Automática secuencial,2015,Capital Federal,35999,USD,https://auto.mercadolibre.com.ar/MLA-1390847095-dodge-ram-laramie-1500-4x4-at-_JM
Dodge Ram 1500 2019,Dodge,Ram,1500,21300 km,5.7 V8,Nafta,Automática,2021,Tigre,59000,USD,https://auto.mercadolibre.com.ar/MLA-1527266994-dodge-ram-1500-57-laramie-atx-v8-_JM
Dodge Ram 1500 2019,Dodge,Ram,ram 1500 hemi 5.7,189000 km,5.7 V8,Nafta,Automática,2014,San Pedro,30000,USD,https://auto.mercadolibre.com.ar/MLA-1390836025-dodge-ram-ram-1500-hemi-57-_JM
Dodge Ram 1500 2019,Dodge,Ram,1500 Laramie,140000 km,5.7 V8,Nafta,Automática,2015,Rosario,31000,USD,https://auto.mercadolibre.com.ar/MLA-1539615382-dodge-ram-1500-laramie-_JM
Dodge Ram 1500 2019,Dodge,Ram,1500,113000 km,v8,Nafta,Automática,2017,Gualeguaychú,38000,USD,https://auto.mercadolibre.com.ar/MLA-1392113723-ram-1500-57-laramie-atx-v8-_JM
Dodge Ram 1500 2019,Dodge,Ram,1500 Laramie,40000 km,v8,Nafta,Automática,2020,Pilar,51000,USD,https://auto.mercadolibre.com.ar/MLA-1526008392-dodge-ram-1500-laramie-_JM
Dodge Ram 1500 2019,Dodge,Ram,1500 laramie,15000 km,v8,Nafta,Automática,2022,Malvinas Argentinas,60000,USD,https://auto.mercadolibre.com.ar/MLA-1531042434-dodge-ram-1500-laramie-_JM
Dodge Ram 1500 2019,Dodge,Ram,1500,68000 km,v8,Nafta,Automática,2020,Chascomús,54000,USD,https://auto.mercadolibre.com.ar/MLA-1390179475-dodge-ram-1500-_JM
Dodge Ram 1500 2019,Dodge,Ram,1500 Laramie 5.7 V8 At6 4x4,171000 km,5.7,Nafta,Automática,2015,Córdoba,29500000,USD,https://auto.mercadolibre.com.ar/MLA-1392775295-dodge-ram-1500-laramie-57-v8-at6-4x4-2015-_JM
Dodge Ram 1500 2019,Dodge,Ram,1500 LARAMIE,38000 km,5.7,Nafta,Automática,2022,San Francisco,60000,USD,https://auto.mercadolibre.com.ar/MLA-1541938768-dodge-ram-1500-laramie-_JM
Dodge Ram 1500 2019,Dodge,Ram,1500 5.7 V8 4X4,155000 km,5.7L V8,Nafta,Automática,2014,Moreno,27500,USD,https://auto.mercadolibre.com.ar/MLA-1392521475-dodge-ram-1500-57l-v8-4x4-ano-2014-155000-kmts-_JM
Dodge Ram 1500 2019,Dodge,Ram,1500,95000 km,5.7L V8,Nafta,Automática,2015,Capital Federal,37500,USD,https://auto.mercadolibre.com.ar/MLA-1543007124-dodge-ram-1500-_JM
Dodge Ram 1500 2019,Dodge,Ram,Ram 1500 5.7 4x4,72000 km,5.7L V8,Nafta,Automática,2018,Resistencia,45000,USD,https://auto.mercadolibre.com.ar/MLA-1494486446-dodge-ram-ram-1500-57-4x4-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,160000 km,2.0,Nafta,Manual,2008,San Isidro,21500,USD,https://auto.mercadolibre.com.ar/MLA-1393116935-honda-civic-2008-20-si-mt-_JM
Honda Civic Si 2022,Honda,Civic,1.6 Si Hatchback At,200000 km,1.6,Nafta,Automática,1993,Vicente López,28500,USD,https://auto.mercadolibre.com.ar/MLA-1530108130-honda-civic-hatchback-vti-eg6-b16a2-1993-turbo-500hp-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,165000 km,2.0,Nafta,Manual,2008,San Isidro,12900,USD,https://auto.mercadolibre.com.ar/MLA-1546136918-honda-civic-2008-20-si-mt-_JM
Honda Civic Si 2022,Honda,Civic,1.6 Si Hatchback,111111 km,1.6,Nafta,Manual,1992,Tigre,1500,USD,https://auto.mercadolibre.com.ar/MLA-1526004348-honda-civic-1992-16-si-hatchback-_JM
Honda Civic Si 2022,Honda,Civic,Si,111111 km,1.6,Nafta,Manual,2007,Rosario,7500,USD,https://auto.mercadolibre.com.ar/MLA-1391389007-honda-civic-si-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,131000 km,2.0,Nafta,Manual,2008,Escobar,13000,USD,https://auto.mercadolibre.com.ar/MLA-1387190047-honda-civic-20-si-mt-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,175000 km,2.0,Nafta,Manual,2008,La Plata,13000,USD,https://auto.mercadolibre.com.ar/MLA-1483839414-honda-civic-2008-20-si-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,176000 km,2.0,Nafta,Manual,2010,San Miguel,15200,USD,https://auto.mercadolibre.com.ar/MLA-1528921954-honda-civic-si-2010-_JM
Honda Civic Si 2022,Honda,Civic,1.6 Si Hatchback,210000 km,1.6,Nafta,Manual,1992,Mendoza,10000,USD,https://auto.mercadolibre.com.ar/MLA-1389756581-honda-civic-1992-16-si-hatchback-_JM
Honda Civic Si 2022,Honda,Civic,1.6 Si Hatchback,320000 km,1.6,Nafta,Manual,1992,Pilar,10000,USD,https://auto.mercadolibre.com.ar/MLA-1392829695-honda-civic-coupe-1992-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,160000 km,2.0,Nafta,Manual,2008,Moreno,13900,USD,https://auto.mercadolibre.com.ar/MLA-1391301493-honda-civic-2008-20-si-mt-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,141000 km,2.0,Nafta,Manual,2008,Lobos,13000,USD,https://auto.mercadolibre.com.ar/MLA-1467690298-honda-civic-2008-20-si-mt-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,111500 km,2.0,Nafta,Manual,2008,Bahía Blanca,12800,USD,https://auto.mercadolibre.com.ar/MLA-1389825669-honda-civic-2008-20-si-mt-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,160000 km,2.0,Nafta,Manual,2010,Avellaneda,13800,USD,https://auto.mercadolibre.com.ar/MLA-1536165622-honda-civic-2010-20-si-mt-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,140000 km,2.0,Nafta,Manual,2008,San Isidro,12900,USD,https://auto.mercadolibre.com.ar/MLA-1386359633-honda-civic-20-si-mt-2008-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,123000 km,2.0,Nafta,Manual,2010,Formosa,14000,USD,https://auto.mercadolibre.com.ar/MLA-1523091688-honda-civic-2010-20-si-mt-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,154000 km,2.0,Nafta,Manual,2008,Capital Federal,13000,USD,https://auto.mercadolibre.com.ar/MLA-1544871056-honda-civic-20-si-mt-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,160000 km,2.0,Nafta,Manual,2008,Pilar,14500,USD,https://auto.mercadolibre.com.ar/MLA-1525167100-honda-civic-20-si-mt-2008-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,141500 km,2.0,Nafta,Manual,2008,Capital Federal,13900,USD,https://auto.mercadolibre.com.ar/MLA-1535189814-honda-civic-si-_JM
Honda Civic Si 2022,Honda,Civic,Si,118000 km,2.0,Nafta,Manual,2007,San Isidro,12900,USD,https://auto.mercadolibre.com.ar/MLA-1504508316-honda-civic-si-2007-118000km-_JM
Honda Civic Si 2022,Honda,Civic,Si,90000 km,2.0,Nafta/GNC,Manual,2007,La Matanza,14500,USD,https://auto.mercadolibre.com.ar/MLA-1393045653-honda-civic-si-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,175000 km,2.0,Nafta,Manual,2011,Capital Federal,10500,USD,https://auto.mercadolibre.com.ar/MLA-1389205849-honda-civic-2011-20-si-mt-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,103000 km,2.0,Nafta,Manual,2009,Moreno,15000,USD,https://auto.mercadolibre.com.ar/MLA-1532463530-honda-civic-si-fase-2-_JM
Honda Civic Si 2022,Honda,Civic,1.6 Si,400000 km,1.6,Nafta,Manual,1993,Capital Federal,1300000,USD,https://auto.mercadolibre.com.ar/MLA-1520736012-honda-civic-1993-16-si-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,164000 km,2.0,Nafta,Manual,2008,La Matanza,14000,USD,https://auto.mercadolibre.com.ar/MLA-1392040939-honda-civic-2008-20-si-mt-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,165000 km,2.0,Nafta,Manual,2008,Tigre,10000,USD,https://auto.mercadolibre.com.ar/MLA-1530386690-honda-civic-20-si-mt-_JM
Honda Civic Si 2022,Honda,Civic,1.6 Coupe Si At,181000 km,1.6,Nafta,Automática,1993,Capital Federal,2900,USD,https://auto.mercadolibre.com.ar/MLA-1390924953-honda-civic-16-coupe-si-1993-no-bora-vento-accord-cronos-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,175000 km,2.0,Nafta,Manual,2010,San Miguel,15000,USD,https://auto.mercadolibre.com.ar/MLA-1525198066-honda-civic-2010-20-si-mt-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,146500 km,2.0,Nafta,Manual,2009,Capital Federal,14000,USD,https://auto.mercadolibre.com.ar/MLA-1520167384-honda-civic-si-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,56000 km,2.0,Nafta,Manual,2008,Lomas de Zamora,20000,USD,https://auto.mercadolibre.com.ar/MLA-1532364256-honda-civic-2008-20-si-mt-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,139000 km,2.0,Nafta,Manual,2009,Lanús,13000,USD,https://auto.mercadolibre.com.ar/MLA-1543221040-honda-civic-2009-20-si-mt-_JM
Honda Civic Si 2022,Honda,Civic,2.0 Si Mt,156000 km,2.0,Nafta,Manual,2009,Paraná,12000000,USD,https://auto.mercadolibre.com.ar/MLA-1393302199-honda-civic-2009-20-si-mt-_JM
